NAME,MIN,FGM,FGA,FTM,FTA,3PM,3PA,PTS,OFFR,DEFR,REB,AST,TO,STL,BLK
American,UCF,Matt Williams,248,33,87,11,11,23,61,100,1,30,31,18,13,7,0
American,UCF,B.J. Taylor,234,37,81,34,42,4,18,112,2,28,30,35,19,10,0
Atlantic 10,Davidson,Kamau Faines,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Atlantic 10,Davidson,Manu Giamoukis,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Atlantic 10,Davidson,Andrew McAuliffe,11,0,1,0,1,0,0,0,2,1,3,1,1,0,2
Atlantic 10,Davidson,Oskar Michelsen,36,2,11,0,0,1,8,5,2,2,4,3,1,0,0
Atlantic 10,Davidson,KiShawn Pritchett,24,2,6,2,3,0,3,6,3,1,4,1,2,0,0
Atlantic 10,Davidson,Dusan Kovacevic,52,6,17,0,0,2,4,14,4,9,13,2,6,1,0
Atlantic 10,Davidson,Nathan Ekwu,77,7,17,3,4,0,0,17,6,23,29,4,11,2,3
Atlantic 10,Davidson,Rusty Reigel,180,12,31,6,8,5,19,35,9,23,32,22,8,4,1
Atlantic 10,Davidson,Jon Axel Gudmundsson,174,16,40,8,10,8,27,48,10,15,25,18,9,7,1
Atlantic 10,Davidson,Jordan Watkins,137,16,33,5,6,13,27,50,4,10,14,10,3,5,0
Atlantic 10,Davidson,Will Magarity,130,20,42,4,6,6,22,50,4,26,30,9,10,1,7
Atlantic 10,Davidson,Peyton Aldridge,215,42,84,22,27,11,30,117,8,35,43,12,10,2,6
Atlantic 10,Davidson,Jack Gibbs,158,34,79,35,42,14,42,117,2,16,18,21,18,6,0
Atlantic 10,Dayton,Jack Parsley,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Atlantic 10,Dayton,Jack Westerfield,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Atlantic 10,Dayton,Jeremiah Bonsu,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Atlantic 10,Dayton,Joey Gruden,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Atlantic 10,Dayton,Trey Landers,15,2,2,0,0,0,0,4,0,2,2,1,1,0,1
Atlantic 10,Dayton,John Crosby,100,3,16,4,10,1,5,11,3,15,18,9,4,2,0
Atlantic 10,Dayton,Darrell Davis,113,13,39,5,8,9,23,40,3,13,16,2,7,3,0
Atlantic 10,Dayton,Ryan Mikesell,183,15,39,14,22,4,15,48,9,21,30,8,8,2,4
Atlantic 10,Dayton,Xeyrius Williams,168,18,40,7,10,6,17,49,10,19,29,9,12,3,7
Atlantic 10,Dayton,Kyle Davis,182,18,31,12,18,3,13,51,3,21,24,16,10,13,3
Atlantic 10,Dayton,Sam Miller,149,20,45,9,14,8,18,57,13,15,28,5,10,3,3
Atlantic 10,Dayton,Kendall Pollard,18,4,8,4,6,0,0,12,0,5,5,1,2,1,1
Atlantic 10,Dayton,Josh Cunningham,34,10,12,5,5,0,0,25,4,5,9,0,2,0,0
Atlantic 10,Dayton,Scoochie Smith,213,39,72,12,16,14,32,104,5,15,20,29,14,12,0
Atlantic 10,Dayton,Charles Cooke,221,44,90,37,53,13,31,138,6,36,42,13,12,6,3
Atlantic 10,Duquesne,David Haus,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Atlantic 10,Duquesne,Spencer Littleson,137,9,29,3,5,7,22,28,3,16,19,13,3,4,0
Atlantic 10,Duquesne,Eric James,95,9,29,12,18,2,9,32,10,16,26,7,11,5,3
Atlantic 10,Duquesne,Jordan Robinson,32,8,13,4,4,0,0,20,3,7,10,1,0,0,1
Atlantic 10,Duquesne,Nakye Sanders,177,18,26,8,16,0,0,44,14,28,42,10,14,4,11
Atlantic 10,Duquesne,Darius Lewis,172,23,49,9,14,0,0,55,21,41,62,11,16,1,10
Atlantic 10,Duquesne,Rene Castro,146,25,60,11,14,11,29,72,4,8,12,17,15,1,0
Atlantic 10,Duquesne,Isiaha Mike,242,29,69,8,13,11,35,77,8,40,48,8,17,7,8
Atlantic 10,Duquesne,Josh Steel,45,6,12,2,2,5,11,19,0,4,4,1,3,1,0
Atlantic 10,Duquesne,Mike Lewis II,235,31,79,19,24,11,38,92,1,15,16,9,19,6,1
